2008,midway,-1.06,0.124290011
2009,midway,0.72,0.373929554
2010,midway,-2.16,0.173051971
2011,midway,-1.18,0.356910865
2012,midway,-0.16,0.488580284
2008,tern,-1.06,0.071631648
2009,tern,0.72,0.084193125
2010,tern,-2.16,0.019347679
2011,tern,-1.18,0.09516659
2012,tern,-0.16,0.367115062
